"scientific_name","hosts"
"Aphelenchoides ritzemabosi","Acetosa sagittata (Rambling Dock), Alstroemeria (Inca lily), Asplenium nidus (bird's nest fern), Begonia, Bergenia (elephant-leaved saxifrage), Buddleia (Butterflybush), Calceolaria (pouch flower), Callistephus chinensis (China aster), Campanula (campanulas), Campanula pyramidalis (chimney bellflower), Campanula rapunculoides (creeping bellflower), Chrysanthemum morifolium (chrysanthemum (florists')), Consolida ambigua (rocket larkspur), Crassula coccinea, Dahlia, Echium, Eleusine coracana (finger millet), Fragaria (strawberry), Fragaria ananassa (strawberry), Geranium (cranesbill), Helianthus annuus (sunflower), Helleborus niger (christmas rose), Hibiscus rosa-sinensis (Chinese rose), Hydrangea anomala, Lamium purpureum (purple dead nettle), Lavandula angustifolia (lavender), Limonium sinuatum (sea pink), Lotus corniculatus (bird's-foot trefoil), Lupinus (lupins), Medicago sativa (lucerne), Mimulus (monkey-flower), Nicotiana tabacum (tobacco), Ocimum basilicum (basil), Passiflora edulis (passionfruit), Penstemon, Peperomia, Phaseolus vulgaris (common bean), Philadelphus coronarius (mock orange), Plantago lanceolata (ribwort plantain), Ranunculus (Buttercup), Rheum hybridum (rhubarb), Rhododendron (Azalea), Ribes nigrum (blackcurrant), Ribes uva-crispa (gooseberry), Rudbeckia (coneflower), Rumex (Dock), Saintpaulia (african violet), Saintpaulia ionantha (African violet), Salvia splendens (scarlet sage), Sambucus (Elderberry), Senecio (Groundsel), Sinningia speciosa (gloxinia), Solanum lycopersicum (tomato), Solanum nigrum (black nightshade), Sonchus (Sowthistle), Stellaria media (common chickweed), Verbena (vervain), Veronica (Speedwell), Viburnum, Viola (violet), Zinnia elegans (zinnia)"
"Datura innoxia","Arachis hypogaea (groundnut), Gossypium spp., Sorghum spp., Zea mays (maize)"
"Xylosandrus crassiusculus","Acacia koa (koa), Acacia mangium (brown salwood), Albizia, Albizia lebbeck (Indian siris), Artocarpus integer (champedak), Asimina triloba (Pawpaw-apple), Aucoumea klaineana (okoume), Bauhinia alba, Calamus, Carya illinoinensis (pecan), Castanea mollissima (hairy chestnut), Ceiba pentandra (kapok), Ceratonia siliqua (carob), Cercis canadensis (eastern redbud), Cinchona, Cinnamomum camphora (camphor laurel), Cinnamomum verum (cinnamon), Coffea (coffee), Dalbergia sissoo (shisham), Deckenia nobilis, Delonix regia (flamboyant), Diospyros kaki (persimmon), Elaeis guineensis (African oil palm), Eucalyptus camaldulensis (red gum), Eucalyptus robusta (swamp mahogany), Ficus racemosa (cluster tree), Grevillea robusta (silky oak), Hevea brasiliensis (rubber), Khaya ivorensis (African mahogany), Laburnum, Leucaena leucocephala (leucaena), Liquidambar styraciflua (Sweet gum), Litchi sinensis, Macadamia ternifolia (Queensland nut), Magnolia, Mangifera indica (mango), Metrosideros collina, Milicia excelsa (African teak), Mimosa (sensitive plants), Myristica fragrans (nutmeg), Persea americana (avocado), Prunus (stone fruit), Prunus persica (peach), Saccharum officinarum (sugarcane), Shorea, Syzygium aromaticum (clove), Syzygium cumini (black plum), Tectona grandis (teak), Theobroma cacao (cocoa), Toona ciliata (toon), Ulmus (elms), Vitis vinifera (grapevine)"
"Abutilon theophrasti","Allium cepa (onion), Beta vulgaris (beetroot), Beta vulgaris var. saccharifera (sugarbeet), Brassica napus var. oleifera, Brassica oleracea var. capitata (cabbage), Brassica rapa subsp. rapa (turnip), Citrus, Glycine max (soyabean), Gossypium hirsutum (Bourbon cotton), Helianthus annuus (sunflower), Hordeum vulgare (barley), Pennisetum glaucum (pearl millet), Phaseolus vulgaris (common bean), Pisum sativum (pea), Solanum lycopersicum (tomato), Solanum tuberosum (potato), Sorghum bicolor (sorghum), Triticum aestivum (wheat), Zea mays (maize)"
"Xyleborinus saxesenii","Abies alba (silver fir), Acacia koa (koa), Acer platanoides (Norway maple), Acer saccharum (sugar maple), Aesculus hippocastanum (horse chestnut), Alnus glutinosa (European alder), Betula pubescens (Downy birch), Castanea mollissima (hairy chestnut), Castanea sativa (chestnut), Celtis tenuifolia, Cornus florida (Flowering dogwood), Corylus avellana (hazel), Cryptomeria japonica (Japanese cedar), Eucalyptus, Fagus sylvatica (common beech), Fraxinus excelsior (ash), Juglans nigra (black walnut), Juglans regia (walnut), Knightia excelsa, Larix decidua (common larch), Malus domestica (apple), Metrosideros collina, Morella faya (firetree), Persea americana (avocado), Picea abies (common spruce), Pinus radiata (radiata pine), Pinus sylvestris (Scots pine), Populus nigra (black poplar), Prunus armeniaca (apricot), Prunus domestica (plum), Prunus persica (peach), Prunus salicina (Japanese plum), Pyrus communis (European pear), Quercus alba (white oak), Quercus petraea (durmast oak), Quercus robur (common oak), Rhus typhina (staghorn sumac), Salix cinerea (grey sallow), Sambucus nigra (elder), Tilia americana (basswood), Tsuga canadensis (eastern hemlock), Ulmus glabra (mountain elm), Weinmannia racemosa (maori)"
"Meloidogyne chitwoodi","Agrostis stolonifera var. palustris (bent grass), Avena sativa (oats), Beta vulgaris var. saccharifera (sugarbeet), Chenopodium quinoa (quinoa), Daucus carota (carrot), Hordeum vulgare (barley), Medicago sativa (lucerne), Phaseolus vulgaris (common bean), Pisum sativum (pea), Poa annua (annual meadowgrass), Poaceae (grasses), Quercus (oaks), Scorzonera hispanica (oyster plant), Solanum lycopersicum (tomato), Solanum tuberosum (potato), Spinacia oleracea, Triticum aestivum (wheat), Zea mays (maize)"
"Polygonum aviculare","Actinidia chinensis (Chinese gooseberry), Allium cepa (onion), Apium graveolens (celery), Asparagus officinalis (asparagus), Avena sativa (oats), Beta vulgaris (beetroot), Beta vulgaris var. saccharifera (sugarbeet), Brassica napus var. napobrassica (swede), Brassica napus var. napus (rape), Brassica oleracea (cabbages, cauliflowers), Brassica oleracea var. botrytis (cauliflower), Brassica oleracea var. gemmifera (Brussels sprouts), Brassica oleracea var. viridis (collards), Capsicum (peppers), Cicer arietinum (chickpea), Cichorium intybus (chicory), Citrus, Cynara cardunculus var. scolymus (globe artichoke), Daucus carota (carrot), Festuca arundinacea (tall fescue), Fragaria vesca (wild strawberry), Glycine max (soyabean), Gossypium (cotton), Helianthus annuus (sunflower), Hordeum vulgare (barley), Humulus lupulus (hop), Ipomoea batatas (sweet potato), Juglans regia (walnut), Lens culinaris, Lens culinaris subsp. culinaris (lentil), Linum usitatissimum (flax), Lolium perenne (perennial ryegrass), Lotus corniculatus (bird's-foot trefoil), Lupinus (lupins), Malus domestica (apple), Medicago sativa (lucerne), Narcissus pseudonarcissus (wild lent lily), Nicotiana tabacum (tobacco), Oryza sativa (rice), Papaver somniferum (Opium poppy), Phaseolus (beans), Pimpinella anisum (aniseed), Pistacia vera (pistachio), Pisum sativum (pea), Prunus armeniaca (apricot), Prunus persica (peach), Quercus robur (common oak), Rheum (rhubarb), Ricinus communis (castor bean), Saccharum officinarum (sugarcane), Secale cereale (rye), Solanum lycopersicum (tomato), Solanum tuberosum (potato), Sorghum bicolor (sorghum), Trifolium repens (white clover), Triticum aestivum (wheat), Vicia faba (faba bean), Vicia sativa (common vetch), Vitis vinifera (grapevine), Zea mays (maize)"
"Rumex obtusifolius","Brassica napus var. oleifera, Triticum aestivum (wheat), Zea mays (maize)"
"Tagetes minuta","Ananas comosus (pineapple), Arachis hypogaea (groundnut), Coffea (coffee), Glycine max (soyabean), Gossypium (cotton), Helianthus annuus (sunflower), Hordeum (barleys), Morus (mulberrytree), Oryza sativa (rice), pastures, Phaseolus vulgaris (common bean), Pisum sativum (pea), Saccharum officinarum (sugarcane), Solanum lycopersicum (tomato), Solanum tuberosum (potato), Sorghum bicolor (sorghum), Tanacetum cinerariifolium (Pyrethrum), Triticum aestivum (wheat), Vitis vinifera (grapevine), Zea mays (maize)"
"Meloidogyne arenaria","Abelmoschus esculentus (okra), Actinidia deliciosa (kiwifruit), Amaranthus viridis (slender amaranth), Angelica dahurica, Anubias barteri, Apium graveolens (celery), Arachis hypogaea (groundnut), Atractylodes macrocephala, Avena sativa (oats), Brosimum gaudichaudii, Caladium, Capsicum annuum (bell pepper), Capsicum frutescens (chilli), Carica papaya (pawpaw), Chenopodium album (fat hen), Citrullus lanatus (watermelon), Clerodendrum inerme, Coffea arabica (arabica coffee), Coffea canephora (robusta coffee), Convolvulus arvensis (bindweed), Cucumis sativus (cucumber), Cucurbita maxima (giant pumpkin), Cucurbita pepo (marrow), Cycas revoluta (sago cycas), Cyperus esculentus (yellow nutsedge), Cyperus rotundus (purple nutsedge), Dahlia pinnata (garden dahlia), Datura stramonium (jimsonweed), Daucus carota (carrot), Desmodium tortuosum (Florida beggarweed), Deutzia gracilis (slender deutzia), Digitalis purpurea (foxglove), Dioscorea alata (white yam), Dioscorea cayenensis (Guinea yam), Ecclinusa ramiflora, Eleusine indica (goose grass), Eustoma grandiflorum (Lisianthus (cut flower crop)), Festuca arundinacea (tall fescue), Ficus carica (common fig), Glycine max (soyabean), Gossypium hirsutum (Bourbon cotton), Grona triflora, Hibiscus cannabinus (kenaf), Hibiscus tiliaceus (sea hibiscus), Hordeum vulgare (barley), Impatiens (balsam), Ipomoea batatas (sweet potato), Lactuca sativa (lettuce), Lavandula angustifolia (lavender), Lavandula intermedia, Lespedeza stipulacea (Korean lespedeza), Lolium multiflorum (Italian ryegrass), Malachra alceifolia, Malus domestica (apple), Malva parviflora (pink cheeseweed), Mangifera indica (mango), Medicago sativa (lucerne), Melissa officinalis (Lemon balm), Morinda citrifolia (Indian mulberry), Morus alba (mora), Musa (banana), Musa acuminata (wild banana), Nicotiana tabacum (tobacco), Ocimum basilicum (basil), Olea europaea, Olea europaea subsp. europaea (European olive), Ophiopogon japonicus, Oryza sativa (rice), Oxalis corniculata (creeping woodsorrel), Passiflora edulis (passionfruit), Paulownia elongata (elongate paulownia), Petroselinum crispum (parsley), Phaseolus vulgaris (common bean), Phoenix dactylifera (date-palm), Pimpinella anisum (aniseed), Piper nigrum (black pepper), Pisum sativum (pea), Pongamia pinnata (Indian beech), Prunus persica (peach), Psidium guajava (guava), Raphanus sativus (radish), Ricinus communis (castor bean), Rosa multiflora (multiflora rose), Rumex acetosella (sheep's sorrel), Saccharum officinarum (sugarcane), Salix babylonica (weeping willow), Solanum lycopersicum (tomato), Solanum muricatum (melon pear), Solanum nigrum (black nightshade), Solanum torvum (turkey berry), Solanum tuberosum (potato), Solanum viarum (tropical soda apple), Spinacia oleracea (spinach), Tectona grandis (teak), Trifolium pratense (red clover), Trifolium repens (white clover), Ulmus parvifolia (lacebark elm), Vicia sativa (common vetch), Vigna unguiculata (cowpea), Vitis vinifera (grapevine), Zantedeschia aethiopica (calla lily), Zea mays (maize)"
"Meloidogyne incognita","Abelmoschus esculentus (okra), Abelmoschus manihot (bele), Acacia confusa, Achillea millefolium (yarrow), Actinidia deliciosa (kiwifruit), Agave, Ageratum conyzoides (billy goat weed), Albizia lebbeck (Indian siris), Alcea rosea (Hollyhock), Allium cepa (onion), Allium fistulosum (Welsh onion), Aloe vera (true aloe), Amaranthus (amaranth), Amaranthus blitoides (spreading amaranth), Amaranthus blitum (livid amaranth), Amaranthus deflexus (Perennial Pigweed), Amaranthus hybridus (smooth pigweed), Amaranthus spinosus (spiny amaranth), Amaranthus viridis (slender amaranth), Anacardium occidentale (cashew nut), Ananas comosus (pineapple), Anchusa azurea (Italian alkanet), Anethum graveolens (dill), Apium graveolens (celery), Aptenia cordifolia, Arabidopsis thaliana, Araujia sericifera (Arejishi), Areca catechu (betelnut palm), Asparagus officinalis (asparagus), Basella alba (malabar spinach), Bassia scoparia, Bertholletia excelsa (Brazil nut), Beta vulgaris (beetroot), Beta vulgaris subsp. cicla, Beta vulgaris var. saccharifera (sugarbeet), Bidens pilosa (blackjack), Brassica nigra (black mustard), Brassica oleracea (cabbages, cauliflowers), Brassica oleracea var. gongylodes (kohlrabi), Brassica oleracea var. viridis (collards), Brassica rapa (field mustard), Brassicaceae (cruciferous crops), Calendula officinalis (Pot marigold), Canavalia ensiformis (jack bean), Canna, Canna indica (canna lilly), Cannabis sativa (hemp), Capsicum (peppers), Capsicum annuum (bell pepper), Capsicum chinense (habanero pepper), Cardamine circaeoides, Cardiospermum halicacabum (balloon vine), Carica papaya (pawpaw), Chamaesyce prostrata, Chenopodium album (fat hen), Chenopodium murale (nettle-leaf goosefoot), Chrysanthemum (daisy), Cicer arietinum (chickpea), Cichorium (chicory), Citrullus lanatus (watermelon), Cleome viscosa (Asian spiderflower), Clinopodium nepeta, Clitoria ternatea (butterfly-pea), Cocos nucifera (coconut), Coffea (coffee), Coffea arabica (arabica coffee), Coffea canephora (robusta coffee), Colocasia, Colocasia esculenta (taro), Commelina benghalensis (wandering jew), Convolvulus arvensis (bindweed), Cordia myxa (sebesten), Cordyline fruticosa (ti plant), Cordyline fruticosa (ti plant), Coriandrum sativum (coriander), Cucumis anguria (West Indian gherkin), Cucumis melo (melon), Cucumis sativus (cucumber), Cucurbita (pumpkin), Cucurbita argyrosperma (silver-seed gourd), Cucurbita maxima (giant pumpkin), Cucurbita moschata (pumpkin), Cucurbita pepo (marrow), Cucurbitaceae (cucurbits), Cullen corylifolium (black-dot), Curcuma alismatifolia, Curcuma longa (turmeric), Cyperus (flatsedge), Cyperus haspan, Cyperus rotundus (purple nutsedge), Dahlia coccinea, Datura metel (Hindu datura), Datura stramonium (jimsonweed), Daucus carota (carrot), Digitaria horizontalis, Digitaria insularis (sourgrass), Digitaria sanguinalis (large crabgrass), Dioscorea (yam), Dioscorea alata (white yam), Dioscorea batatas (Chinese yam), Dioscorea cayenensis (Guinea yam), Dioscorea esculenta (Asiatic yam), Dioscorea rotundata, Duranta erecta (golden dewdrop), Echinochloa crus-galli (barnyard grass), Eleusine indica (goose grass), Emilia sonchifolia (red tasselflower), Eragrostis ciliaris (gophertail lovegrass), Erigeron canadensis, Eryngium foetidum, Euphorbia heterophylla (wild poinsettia), Euphorbia prostrata, Euphorbia tirucalli (Indian-tree spurge), Fabaceae (leguminous plants), Fagopyrum esculentum (buckwheat), Ficus, Ficus benjamina (weeping fig), Ficus carica (common fig), Ficus elastica (rubber plant), Ficus religiosa (sacred fig tree), Fumaria officinalis, Galinsoga parviflora (gallant soldier), Gazania (treasure-flower), Gerbera jamesonii (African daisy), Gloxinia, Glycine max (soyabean), Gomphrena globosa (globe amaranth), Gossypium (cotton), Gossypium hirsutum (Bourbon cotton), Gynostemma pentaphyllum, Helianthus annuus (sunflower), Hemerocallis (daylilies), Hevea brasiliensis (rubber), Hibiscus cannabinus (kenaf), Hibiscus rosa-sinensis (Chinese rose), Hibiscus syriacus (shrubby althaea), Hibiscus trionum (Venice mallow), Humulus lupulus (hop), Hylocereus undatus (dragon fruit), Impatiens (balsam), Ipomoea batatas (sweet potato), Ipomoea nil (white edge morning-glory), Ipomoea purpurea (tall morning glory), Isatis tinctoria (dyer's woad), Ixeris chinensis, Jacquemontia pentantha, Jasminum multiflorum (star jasmine), Jasminum sambac (Arabian jasmine), Juglans (walnuts), Juglans regia (walnut), Kalanchoe fedtschenkoi, Lactuca (lettuce), Lactuca sativa (lettuce), Lactuca serriola (prickly lettuce), Lagenaria siceraria (bottle gourd), Lantana camara (lantana), Lavandula angustifolia (lavender), Lavandula intermedia, Lens culinaris subsp. culinaris (lentil), Leonotis nepetifolia (Christmas candlestick), Lotus corniculatus (bird's-foot trefoil), Luffa acutangula (angled luffa), Luffa aegyptiaca (loofah), Luffa aegyptiaca (loofah), Malachra alceifolia, Malpighia emarginata, Malpighia glabra (acerola), Malva pusilla (round-leaved mallow), Mammillaria backebergiana, Mangifera indica (mango), Manihot esculenta (cassava), Medicago sativa (lucerne), Melilotus indica (Indian sweetclover), Mentha piperita (Peppermint), Mentha spicata (Spear mint), Mercurialis annua, Miconia cinnamomifolia, Mitragyna speciosa, Momordica charantia (bitter gourd), Morinda citrifolia (Indian mulberry), Morus (mulberrytree), Morus alba (mora), Morus nigra (black mulberry), Murraya paniculata (orange jessamine), Musa (banana), Musa acuminata (wild banana), Musa x paradisiaca (plantain), Nicotiana tabacum (tobacco), Ocimum basilicum (basil), Oenanthe javanica, Olea europaea, Olea europaea subsp. europaea (European olive), Ophiopogon japonicus, Oryza sativa (rice), Oxalis pes-caprae, Parthenium hysterophorus (parthenium weed), Passiflora edulis (passionfruit), Paulownia elongata (elongate paulownia), Persicaria posumbu, Petroselinum crispum (parsley), Phaseolus (beans), Phaseolus vulgaris (common bean), Phoenix dactylifera (date-palm), Phyla nodiflora, Piper methysticum (kava), Piper nigrum (black pepper), Pisum sativum (pea), Pithecellobium dulce (Manila tamarind), Pittosporum tobira (Japanese pittosporum), Plantago lanceolata (ribwort plantain), Polianthes tuberosa (tuberose), Polygonum aviculare (prostrate knotweed), Pongamia pinnata (Indian beech), Portulaca oleracea (purslane), Portulaca quadrifida (chickenweed), Prosopis juliflora (mesquite), Prunus (stone fruit), Prunus domestica (plum), Prunus persica (peach), Prunus salicina (Japanese plum), Psidium guajava (guava), Psophocarpus tetragonolobus (winged bean), Ptychosperma elegans (solitaire palm), Punica granatum (pomegranate), Radermachera sinica, Raphanus sativus (radish), Rhaponticum repens (Russian knapweed), Ricinus communis (castor bean), Rollinia mucosa, Rosmarinus officinalis (rosemary), Rumex acetosa (sour dock), Saccharum officinarum (sugarcane), Salvia miltiorrhiza, Samanea saman (rain tree), Sansevieria trifasciata (mother-in-law’s tongue), Schinus terebinthifolius (Brazilian pepper tree), Sesamum indicum (sesame), Setaria viridis (green foxtail), Sida rhombifolia, Sinapis alba (white mustard), Solanaceae, Solanum americanum, Solanum lycopersicum (tomato), Solanum lycopersicum var. cerasiforme, Solanum melongena (aubergine), Solanum nigrum (black nightshade), Solanum sisymbriifolium (sticky nightshade), Solanum tuberosum (potato), Spinacia oleracea (spinach), Stachys byzantina, Tabebuia serratifolia, Tagetes erecta (Mexican marigold), Tephrosia vogelii (Vogel's tephrosia), Trachyspermum ammi, Triticum aestivum (wheat), Veitchia merrillii (Christmas palm), Vernonia cinerea, Vigna angularis (adzuki bean), Vigna mungo (black gram), Vigna radiata (mung bean), Vigna unguiculata (cowpea), Viola pilosa, Vitex agnus-castus (chaste tree), Vitex trifolia (simple-leaf chaste-tree), Vitis vinifera (grapevine), Washingtonia robusta (mexican washington-palm), Xanthosoma (cocoyam), Zea mays (maize), Zingiber officinale (ginger)"
